"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2001","Total","Both Sexes","Guntakul","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","117103","1"
"India","2001","Total","Both Sexes","Guntur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","514461","1"
"India","2001","Total","Both Sexes","Gurgaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","172955","1"
"India","2001","Total","Both Sexes","Gurgaon","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","228820","1"
"India","2001","Total","Both Sexes","Guruvayur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","138681","1"
"India","2001","Total","Both Sexes","Guwahati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","809895","1"
"India","2001","Total","Both Sexes","Guwahati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","818809","1"
"India","2001","Total","Both Sexes","Gwalior","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","827026","1"
"India","2001","Total","Both Sexes","Gwalior","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","865548","1"
"India","2001","Total","Both Sexes","Habra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","127602","1"
"India","2001","Total","Both Sexes","Habra","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","239209","1"
"India","2001","Total","Both Sexes","Hajipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","119412","1"
"India","2001","Total","Both Sexes","Haldia","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","170673","1"
"India","2001","Total","Both Sexes","Haldwani-cum-Kathgodam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","129015","1"
"India","2001","Total","Both Sexes","Haldwani-cum-Kathgodam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","158896","1"
"India","2001","Total","Both Sexes","Halisahar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","124510","1"
"India","2001","Total","Both Sexes","Hanumangarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","129556","1"
"India","2001","Total","Both Sexes","Haora (Howrah)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1007532","1"
"India","2001","Total","Both Sexes","Hapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","211983","1"
"India","2001","Total","Both Sexes","Hardoi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","112486","1"
"India","2001","Total","Both Sexes","Hardwar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","175340","1"
"India","2001","Total","Both Sexes","Hardwar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","220767","1"
"India","2001","Total","Both Sexes","Hassan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","116574","1"
"India","2001","Total","Both Sexes","Hassan","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","133262","1"
"India","2001","Total","Both Sexes","Hathras","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","123244","1"
"India","2001","Total","Both Sexes","Hathras","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","126355","1"
"India","2001","Total","Both Sexes","Hazaribag","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","127269","1"
"India","2001","Total","Both Sexes","Hazaribag","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","135473","1"
"India","2001","Total","Both Sexes","Hindupur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","125074","1"
"India","2001","Total","Both Sexes","Hisar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","256689","1"
"India","2001","Total","Both Sexes","Hisar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","263186","1"
"India","2001","Total","Both Sexes","Hoshiarpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","149668","1"
"India","2001","Total","Both Sexes","Hospet","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","164240","1"
"India","2001","Total","Both Sexes","Hubli-Dharwad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","786195","1"
"India","2001","Total","Both Sexes","Hugli-Chinsurah","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","170206","1"
"India","2001","Total","Both Sexes","Hyderabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","3637483","1"
"India","2001","Total","Both Sexes","Hyderabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","5742036","1"
"India","2001","Total","Both Sexes","Ichalakaranji","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","257610","1"
"India","2001","Total","Both Sexes","Ichalakaranji","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","285860","1"
"India","2001","Total","Both Sexes","Imphal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","221492","1"
"India","2001","Total","Both Sexes","Imphal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","250234","1"
"India","2001","Total","Both Sexes","Indore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1474968","1"
"India","2001","Total","Both Sexes","Indore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1516918","1"
"India","2001","Total","Both Sexes","Itarsi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","107831","1"
"India","2001","Total","Both Sexes","Jabalpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","932484","1"
"India","2001","Total","Both Sexes","Jabalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1098000","1"
"India","2001","Total","Both Sexes","Jagadhri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","101290","1"
"India","2001","Total","Both Sexes","Jagdalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","103123","1"
"India","2001","Total","Both Sexes","Jaipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2322575","1"
"India","2001","Total","Both Sexes","Jalandhar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","706043","1"
"India","2001","Total","Both Sexes","Jalandhar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","714077","1"
"India","2001","Total","Both Sexes","Jalgaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","368618","1"
"India","2001","Total","Both Sexes","Jalna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","235795","1"
"India","2001","Total","Both Sexes","Jalpaiguri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100348","1"
"India","2001","Total","Both Sexes","Jammu","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","369959","1"
"India","2001","Total","Both Sexes","Jammu","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","612163","1"
"India","2001","Total","Both Sexes","Jamnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","443518","1"
"India","2001","Total","Both Sexes","Jamnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","556956","1"
"India","2001","Total","Both Sexes","Jamshedpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","573096","1"
"India","2001","Total","Both Sexes","Jamshedpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1104713","1"
"India","2001","Total","Both Sexes","Jamuria","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","129484","1"
